Age,Education Level,Years of Experience,Role,Department,Location,Salary
35,PhD,3,Data Analyst,Marketing,Austin,94749.99
60,High School,26,Manager,HR,New York,170161.78
37,Master,4,Manager,Operations,New York,123779.46
36,High School,13,Consultant,Finance,Los Angeles,101152.57
27,PhD,5,Consultant,Customer Support,New York,132656.56
51,Master,11,Business Analyst,Operations,Seattle,126061.85
27,Master,3,Data Scientist,Customer Support,Austin,87561.49
33,PhD,11,Product Manager,Marketing,Chicago,159388.91
31,High School,4,Product Manager,Product,Boston,74674.01
38,High School,10,System Administrator,IT,Austin,62168.61
55,PhD,28,Manager,Finance,San Francisco,263838.7
22,High School,0,Manager,Operations,Austin,45629.2
56,Master,1,Data Scientist,HR,Seattle,111060.02
27,PhD,1,Business Analyst,Marketing,Los Angeles,120421.07
24,High School,1,Data Scientist,Finance,Los Angeles,59228.58
38,Bachelor,3,Consultant,IT,Chicago,77800.75
44,Associate,11,Product Manager,Customer Support,Seattle,117305.96
22,PhD,0,Product Manager,HR,Chicago,116050.17
48,PhD,25,Data Scientist,HR,San Francisco,238604.67
50,High School,8,Consultant,Product,Los Angeles,80732.99
36,Bachelor,8,Manager,Product,Los Angeles,114426.32
36,Master,10,Business Analyst,Operations,Los Angeles,119124.08
57,Associate,11,Business Analyst,Marketing,New York,104121.73
45,Master,23,System Administrator,IT,Boston,148909.73
25,Bachelor,0,Software Engineer,Product,San Francisco,75110.41
43,High School,1,Data Analyst,Product,Chicago,56388.84
48,High School,23,Product Manager,Finance,New York,160024.05
56,High School,1,Manager,IT,Chicago,78535.92
30,PhD,3,Consultant,IT,Chicago,105471.02
40,Master,17,Software Engineer,Finance,Seattle,149119.26
37,Associate,6,Product Manager,Customer Support,Seattle,101574.03
51,High School,8,Consultant,Marketing,San Francisco,91916.05
34,Bachelor,0,Product Manager,Customer Support,Austin,68023.14
35,Bachelor,7,QA Engineer,Customer Support,Seattle,90429.91
44,PhD,15,Product Manager,IT,New York,207380.95
24,PhD,2,QA Engineer,Marketing,Chicago,84767.89
54,Associate,0,System Administrator,Finance,Boston,73151.61
56,Bachelor,23,Manager,Customer Support,New York,181368.25
39,Master,3,QA Engineer,Marketing,San Francisco,87574.39
55,Master,3,Data Scientist,IT,Boston,107455.11
50,Master,28,Data Analyst,Finance,Chicago,147505.32
24,Bachelor,1,Data Analyst,HR,Boston,73967.2
58,PhD,28,Manager,HR,Austin,195958.24
54,High School,22,Product Manager,IT,New York,154245.51
30,High School,2,Manager,HR,Austin,58230.42
46,Master,20,Business Analyst,IT,San Francisco,171238.34
51,Associate,2,QA Engineer,Finance,Boston,63546.64
43,Master,13,Product Manager,Marketing,Chicago,132087.79
47,PhD,20,Software Engineer,Finance,Los Angeles,197366.45
51,High School,27,Consultant,HR,Los Angeles,153911.31
40,High School,14,Product Manager,Customer Support,Austin,93179.69
57,Associate,11,Software Engineer,Finance,New York,126550.19
45,PhD,0,System Administrator,IT,Austin,83613.31
49,PhD,11,Product Manager,Marketing,Boston,191439.46
34,PhD,11,Manager,Operations,Seattle,171060.56
44,Associate,15,Data Scientist,Finance,San Francisco,132786.44
36,Master,9,System Administrator,IT,Los Angeles,108362.4
54,Associate,25,System Administrator,Finance,Seattle,128043.09
54,PhD,7,Business Analyst,Finance,Los Angeles,143282.57
59,High School,22,Data Analyst,Customer Support,Chicago,117628.78
55,Bachelor,23,Product Manager,Product,Seattle,176172.09
41,Master,3,Business Analyst,Product,Los Angeles,102361.56
30,High School,0,QA Engineer,Finance,Chicago,40756.15
58,Master,7,Software Engineer,Customer Support,Los Angeles,128062.86
22,Associate,0,System Administrator,Product,New York,55511.89
51,PhD,4,Business Analyst,Operations,Boston,126952.76
39,PhD,3,Business Analyst,Customer Support,Los Angeles,129153.4
49,PhD,22,QA Engineer,Operations,Los Angeles,163513.25
33,High School,1,QA Engineer,HR,Seattle,60125.95
28,PhD,6,Software Engineer,HR,San Francisco,150697.25
38,High School,3,Manager,HR,San Francisco,77259.73
28,Associate,1,Consultant,HR,Austin,51593.36
23,High School,1,Business Analyst,Customer Support,Chicago,46017.82
41,Master,15,Software Engineer,Marketing,Los Angeles,150288.83
39,Master,9,Data Scientist,Finance,New York,134869.46
41,Associate,19,System Administrator,Operations,New York,112872.73
49,PhD,15,Manager,HR,Chicago,170162.27
31,High School,3,System Administrator,Finance,Chicago,48116.49
36,Associate,11,Consultant,Customer Support,San Francisco,109502.59
30,High School,6,Consultant,IT,Los Angeles,70887.38
42,High School,12,Software Engineer,Operations,Chicago,82765.92
40,Associate,7,Manager,HR,New York,113005.09
55,Master,12,Data Analyst,Finance,New York,123938.06
49,Master,1,Software Engineer,Operations,Austin,94033.63
51,PhD,14,Business Analyst,HR,New York,164383.97
60,Associate,10,Product Manager,Customer Support,Austin,99381.94
38,Master,16,Manager,Operations,Chicago,138845.71
60,Master,6,Data Analyst,Operations,San Francisco,124161.72
50,High School,6,System Administrator,Customer Support,San Francisco,77190.7
27,High School,5,Business Analyst,IT,Seattle,62178.02
26,Bachelor,1,Business Analyst,Product,Seattle,67352.87
38,Bachelor,4,Data Analyst,Product,Los Angeles,82434.7
52,Master,19,QA Engineer,IT,New York,135047.42
33,Bachelor,1,Software Engineer,Finance,Chicago,70447.12
41,PhD,3,QA Engineer,Marketing,Seattle,114294.83
42,PhD,19,Business Analyst,Finance,Chicago,155858.98
33,High School,11,Product Manager,Operations,Chicago,93196.66
47,Master,7,Software Engineer,Product,New York,132695.9
34,Bachelor,5,System Administrator,Marketing,New York,79454.67
49,High School,14,Data Analyst,Operations,San Francisco,108933.0
26,Bachelor,1,Business Analyst,Finance,Boston,73862.45
53,Associate,3,Data Scientist,HR,Seattle,97423.78
52,Associate,6,Business Analyst,Marketing,Austin,74007.74
57,PhD,13,Business Analyst,Marketing,Seattle,155130.2
54,High School,18,Product Manager,Operations,Seattle,133176.99
22,Bachelor,0,QA Engineer,Operations,Chicago,51329.75
27,Associate,2,System Administrator,Finance,Austin,49023.46
49,Bachelor,1,Consultant,Finance,Los Angeles,100894.56
39,Master,15,Data Scientist,HR,Austin,121528.69
59,High School,26,System Administrator,IT,New York,138795.47
44,Bachelor,8,Business Analyst,Marketing,Boston,96858.36
31,Bachelor,2,Consultant,Product,San Francisco,85535.08
47,Master,22,Data Analyst,Operations,New York,142522.57
45,Master,20,Product Manager,IT,Austin,148092.74
49,Bachelor,26,Software Engineer,Operations,Los Angeles,172774.84
37,Bachelor,15,Business Analyst,Finance,Seattle,109629.27
49,PhD,25,Manager,Customer Support,New York,231704.48
25,Associate,1,Manager,HR,Seattle,70106.62
55,Associate,32,Business Analyst,IT,Seattle,156935.32
33,Associate,8,Manager,Finance,Los Angeles,106319.09
50,High School,19,Data Analyst,Product,San Francisco,130065.96
31,Master,6,Data Analyst,Operations,San Francisco,104547.39
46,Associate,5,System Administrator,HR,Boston,81894.33
33,Bachelor,0,Business Analyst,Finance,San Francisco,73443.42
37,PhD,9,System Administrator,Marketing,Chicago,119114.27
57,High School,11,Data Scientist,Product,Boston,109115.89
43,PhD,10,Manager,Product,San Francisco,190159.38
49,High School,5,Manager,Marketing,Austin,75003.64
47,Bachelor,21,Business Analyst,IT,Seattle,130552.51
22,PhD,0,Manager,Product,Seattle,111873.4
53,Associate,25,System Administrator,Finance,San Francisco,148772.29
53,PhD,0,System Administrator,Finance,Chicago,97953.82
52,High School,14,Business Analyst,Customer Support,Seattle,100068.58
25,Bachelor,3,Data Analyst,Product,Austin,64478.11
53,Associate,22,Product Manager,Product,Boston,171642.73
32,Master,4,QA Engineer,HR,Seattle,82004.54
30,Associate,6,QA Engineer,IT,Austin,52684.57
53,PhD,21,Data Scientist,HR,Seattle,197614.21
55,Associate,13,System Administrator,Finance,Seattle,96188.18
52,Bachelor,8,Manager,HR,Los Angeles,120090.71
28,High School,5,Manager,IT,Chicago,71510.79
53,High School,22,Business Analyst,Customer Support,Austin,107782.16
55,High School,6,Manager,HR,Chicago,89343.43
52,Master,26,Product Manager,IT,Los Angeles,222045.78
28,Bachelor,6,Business Analyst,Operations,Los Angeles,88601.06
37,Master,8,System Administrator,Customer Support,New York,106909.45
28,PhD,5,Consultant,IT,Los Angeles,140637.06
40,Bachelor,3,QA Engineer,IT,San Francisco,79941.31
38,Master,12,Software Engineer,Product,San Francisco,144621.37
27,High School,2,Business Analyst,Marketing,Los Angeles,54599.55
23,Bachelor,1,Data Scientist,Marketing,Chicago,72114.79
49,High School,27,Data Scientist,HR,Austin,131953.23
33,High School,0,Consultant,IT,Chicago,49592.39
28,PhD,4,Consultant,HR,Seattle,122675.74
51,PhD,8,QA Engineer,IT,San Francisco,135699.39
45,Master,23,System Administrator,HR,Seattle,147791.26
56,Master,10,Software Engineer,Product,Austin,108875.87
24,Associate,1,Manager,IT,Austin,49838.07
37,PhD,1,Manager,Marketing,Boston,136990.85
53,Master,4,Data Scientist,HR,Chicago,106970.18
22,Associate,0,QA Engineer,Finance,Austin,45897.78
58,Master,26,QA Engineer,Finance,San Francisco,177863.54
58,Bachelor,7,QA Engineer,HR,Austin,80443.05
49,Associate,23,Data Scientist,Customer Support,Chicago,145095.96
44,High School,9,Data Analyst,Marketing,Chicago,83049.84
55,High School,3,Business Analyst,Operations,Seattle,67249.23
45,Bachelor,7,System Administrator,Customer Support,New York,91498.62
46,Bachelor,2,System Administrator,Operations,Chicago,67275.94
43,Associate,2,Manager,Product,Los Angeles,87557.48
32,Associate,4,Software Engineer,Finance,Los Angeles,84931.55
43,High School,0,Product Manager,Operations,Chicago,67159.13
28,PhD,4,Data Scientist,Finance,New York,135904.44
46,Bachelor,1,Software Engineer,HR,Seattle,84035.61
40,Bachelor,18,Data Scientist,IT,Seattle,135969.86
46,High School,15,Manager,Marketing,Seattle,122036.29
40,High School,15,QA Engineer,Finance,San Francisco,100914.54
46,PhD,19,Data Scientist,Operations,Seattle,185303.11
26,Bachelor,3,Manager,IT,Seattle,83782.91
56,High School,15,QA Engineer,Operations,Boston,96798.01
48,Associate,1,Business Analyst,Product,Chicago,61021.48
38,High School,14,System Administrator,Operations,New York,104446.16
25,High School,2,Consultant,Product,Austin,47057.85
41,Bachelor,7,Data Analyst,IT,Boston,83322.62
52,High School,3,Data Scientist,Operations,Seattle,89393.82
27,High School,3,Manager,Finance,Austin,59573.92
47,High School,24,Consultant,Operations,Chicago,122322.67
43,Bachelor,2,Product Manager,IT,Boston,89781.67
55,Associate,20,Data Scientist,Product,Austin,118489.48
29,Bachelor,1,QA Engineer,Customer Support,Los Angeles,71837.42
50,Bachelor,0,Product Manager,HR,Austin,77177.64
46,High School,10,Manager,Customer Support,Boston,105602.02
41,Master,12,QA Engineer,Marketing,Seattle,118350.1
60,Associate,37,Data Scientist,Operations,Los Angeles,218160.22
25,Bachelor,0,Product Manager,IT,San Francisco,86849.89
47,High School,10,Manager,Marketing,Chicago,85885.9
25,Master,2,System Administrator,IT,Austin,74510.31
57,Bachelor,31,Business Analyst,IT,Chicago,153381.3
45,Bachelor,0,Manager,Operations,Los Angeles,85194.36
50,High School,25,Data Scientist,Customer Support,Seattle,154740.36
26,PhD,3,Consultant,Product,Chicago,108432.87
28,Bachelor,1,Software Engineer,Operations,San Francisco,84004.49
39,Associate,5,Software Engineer,Marketing,New York,85369.56
33,Master,2,Software Engineer,Customer Support,San Francisco,107601.23
39,PhD,12,Manager,HR,Los Angeles,182024.0
56,PhD,14,QA Engineer,Finance,New York,149221.46
51,High School,6,Data Scientist,HR,Austin,84076.05
25,PhD,1,Consultant,IT,Austin,91969.91
59,PhD,5,Consultant,IT,San Francisco,154627.46
28,Bachelor,4,Consultant,HR,San Francisco,86135.48
42,High School,0,Manager,Product,New York,64600.44
55,High School,32,Business Analyst,IT,Boston,162910.5
52,Associate,29,Consultant,Marketing,San Francisco,179986.48
37,Bachelor,4,Data Analyst,Marketing,Austin,68025.04
47,Associate,0,Software Engineer,Product,New York,73873.5
60,Associate,21,System Administrator,IT,Boston,133225.84
34,Master,7,Manager,Product,Austin,102817.96
38,Associate,8,Manager,Product,New York,115407.09
24,Master,0,Manager,Operations,Seattle,94253.48
41,High School,5,Product Manager,Finance,Los Angeles,96716.52
58,High School,20,Data Analyst,Operations,San Francisco,127910.04
57,PhD,28,Data Analyst,Operations,Boston,195689.3
31,Associate,6,Business Analyst,Customer Support,New York,84417.82
37,Bachelor,14,Consultant,Finance,Austin,95744.67
50,Master,28,Product Manager,HR,New York,223928.16
29,Master,1,Data Analyst,Operations,New York,96746.78
60,PhD,1,Software Engineer,Operations,Chicago,121547.58
40,Master,5,QA Engineer,Finance,Chicago,88134.9
34,PhD,10,Product Manager,Customer Support,New York,182334.65
23,High School,1,QA Engineer,HR,Boston,49352.7
27,Bachelor,3,Product Manager,Customer Support,New York,94424.21
35,Bachelor,12,Consultant,Operations,Los Angeles,118268.13
52,PhD,14,Software Engineer,Product,Los Angeles,174192.5
25,Bachelor,0,Data Analyst,Marketing,Austin,41451.21
39,Master,5,Product Manager,Marketing,Seattle,126527.21
58,High School,36,Product Manager,IT,Seattle,194795.64
57,High School,35,Data Analyst,HR,Seattle,157138.6
26,Associate,4,Data Analyst,Product,Los Angeles,72907.79
58,PhD,14,Business Analyst,Operations,Boston,159701.32
22,Master,0,Business Analyst,HR,Boston,82430.28
57,High School,13,Data Scientist,Operations,New York,119988.98
26,Associate,2,Consultant,Operations,Chicago,51661.52
54,Master,24,System Administrator,Finance,Austin,125058.85
44,Bachelor,14,Data Scientist,Finance,New York,140929.9
28,High School,6,Software Engineer,Operations,New York,82813.67
43,Associate,21,Product Manager,Finance,San Francisco,181124.42
57,Bachelor,3,Software Engineer,Customer Support,Boston,96670.35
34,Associate,7,Consultant,Customer Support,New York,87089.0
52,Associate,12,Manager,Operations,New York,125362.21
56,PhD,16,Data Scientist,Marketing,San Francisco,213034.62
27,Bachelor,2,Business Analyst,Product,Chicago,62947.97
24,Master,2,System Administrator,Marketing,San Francisco,84484.55
27,PhD,3,System Administrator,Customer Support,Austin,89167.7
46,Associate,14,Business Analyst,Marketing,Austin,87752.77
55,Associate,5,Product Manager,Customer Support,Boston,109371.0
51,Master,23,Software Engineer,IT,Seattle,170686.53
46,Master,6,Manager,Finance,New York,137733.83
38,Associate,0,Data Scientist,Customer Support,New York,70386.92
34,Associate,5,Consultant,Finance,Boston,83587.19
53,PhD,22,Data Scientist,Marketing,Seattle,206672.19
29,Bachelor,0,QA Engineer,IT,Chicago,55203.78
23,Master,1,Software Engineer,IT,New York,91186.6
46,PhD,18,Business Analyst,Finance,Chicago,157177.19
39,Master,17,Data Analyst,IT,New York,138056.45
36,Master,13,Software Engineer,Customer Support,San Francisco,146482.79
55,PhD,29,Business Analyst,Product,Los Angeles,206163.06
40,Bachelor,4,Product Manager,Marketing,Boston,101693.06
60,High School,8,Manager,Customer Support,Austin,92000.36
44,PhD,3,Manager,Product,Seattle,145360.9
41,High School,0,Software Engineer,Customer Support,Austin,57105.74
23,Bachelor,1,Data Analyst,Finance,New York,70148.65
40,PhD,5,Data Scientist,HR,San Francisco,162497.4
53,Associate,8,Product Manager,Customer Support,Boston,117910.36
50,Associate,8,Data Scientist,Customer Support,Los Angeles,107580.58
53,Bachelor,4,Software Engineer,IT,Los Angeles,104520.67
24,Bachelor,2,Consultant,IT,Austin,63751.09
24,Bachelor,0,Software Engineer,HR,Chicago,70087.2
31,High School,7,Software Engineer,Finance,Los Angeles,81360.29
46,High School,24,Manager,Customer Support,Chicago,139611.42
43,Bachelor,16,Data Analyst,Operations,Chicago,109399.89
52,PhD,25,QA Engineer,Product,New York,173795.9
29,Associate,3,Data Scientist,IT,Los Angeles,83172.15
29,Bachelor,4,Data Analyst,Customer Support,Seattle,75501.7
23,Associate,0,Business Analyst,Customer Support,Seattle,68189.05
28,Associate,3,Data Scientist,Operations,Los Angeles,78030.96
57,Associate,1,Business Analyst,IT,Boston,81751.09
51,Associate,28,Data Analyst,Finance,San Francisco,162630.63
30,PhD,0,Business Analyst,Marketing,Seattle,100670.05
27,High School,1,QA Engineer,IT,Chicago,49777.99
25,Master,0,Product Manager,Marketing,Los Angeles,103315.03
40,Master,15,Product Manager,Marketing,Boston,161626.17
39,Associate,3,Manager,Marketing,Chicago,79938.67
42,High School,14,Manager,HR,Seattle,112094.0
49,High School,8,QA Engineer,Finance,Los Angeles,77831.88
46,Bachelor,23,Consultant,Marketing,Chicago,135591.05
37,Bachelor,5,Product Manager,Product,New York,117192.2
30,Associate,4,Product Manager,Marketing,Los Angeles,93958.78
48,Master,2,Data Analyst,IT,Boston,96812.11
33,Associate,4,Software Engineer,Marketing,Chicago,66133.24
44,High School,17,Data Scientist,Operations,Austin,104106.21
59,High School,7,Manager,Marketing,Los Angeles,102111.74
37,High School,2,Product Manager,Marketing,San Francisco,77319.57
42,Master,20,Data Scientist,Customer Support,San Francisco,184171.7
45,PhD,0,Data Analyst,HR,Chicago,90163.17
36,Bachelor,0,Software Engineer,Product,Seattle,66999.37
31,PhD,1,Software Engineer,Finance,Los Angeles,121080.46
55,PhD,8,Data Analyst,Finance,San Francisco,157656.06
24,Associate,2,Consultant,Finance,San Francisco,71949.86
54,Associate,17,Manager,Finance,New York,135630.94
59,Associate,27,Product Manager,Operations,Los Angeles,184978.79
59,Bachelor,37,QA Engineer,Operations,New York,178675.08
59,Bachelor,21,Consultant,HR,Austin,117937.99
43,Bachelor,8,Software Engineer,HR,Chicago,92844.46
